Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,,,1,,,,,,,,
I meet new people and I had to grow up with the reality that people can be desgusting and fake and so I lost my cheerfulness and started to,,,,,,,,1,,,
i met with an employment specialist this morning amp she basically told me its unlikely i'll get a job because i clearly have too much anxiety,,,,1,,,,,,,
i met with an employment specialist this morning amp she basically told me its unlikely i'll get a job because i clearly have too much anxiety,,,,,,,,,,,1
I might even be on the verge of depression,,,,,,,,1,,,
I might even be on the verge of depression,,,,,,,,,1,,
I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,,1,,,,,,,,,
I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,,,,,1,,,,,,
I might not pay for my own health insurance but I do like sparkling water and Brussels sprouts now so I think I'm an adult,,,,,,,1,,,,
I miss doing nothing someone I care about and attacking their face with kisses foreveralone bitter   _emoj_weary_ ,,,,,,,,1,,,
I miss doing nothing someone I care about and attacking their face with kisses foreveralone bitter   _emoj_weary_ ,,,,,,,,,1,,
i miss the guy who always make me sulk,1,,,,,,,,,,
i miss the guy who always make me sulk,,,1,,,,,,,,
i miss the guy who always make me sulk,,,,,,,,1,,,
i miss the guy who always make me sulk,,,,,,,,,1,,
I miss when social media was a place to get laughs off and jump in DMs lol shit is depressing now   _emoj_disappointed_ ,1,,,,,,,,,,
I miss when social media was a place to get laughs off and jump in DMs lol shit is depressing now   _emoj_disappointed_ ,,,1,,,,,,,,
I miss when social media was a place to get laughs off and jump in DMs lol shit is depressing now   _emoj_disappointed_ ,,,,,,,,,1,,
I need a bit of GBBO to cheer me up after a terrible day,,,,,,,1,,,,
I need a bit of GBBO to cheer me up after a terrible day,,,,,,,,,1,,
I need a syfy series to watch I literally have nothing to watch back to back I already watched heroes lost jericho fallenskies  etc etc,,1,,,,,,,,,
I need a syfy series to watch I literally have nothing to watch back to back I already watched heroes lost jericho fallenskies  etc etc,,,,,1,,,,,,
I need a syfy series to watch I literally have nothing to watch back to back I already watched heroes lost jericho fallenskies  etc etc,,,,,,,,,1,,
I need some to help with my anger,1,,,,,,,,,,
I need to learn to be in one place at one time and try not to worry about everything all at once,,,,1,,,,,,,
I need to stop second guess myself and just go with the first thought and go with it relentless,,1,,,,,,,,,
I need to stop second guess myself and just go with the first thought and go with it relentless,,,1,,,,,,,,
I need to stop second guess myself and just go with the first thought and go with it relentless,,,,,,,1,,,,
I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon any ideas for names What gender do I choose,,1,,,,,,,,,
I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon any ideas for names What gender do I choose,,,,,,,1,,,,
I need to think of a new Avatar for Fire Emblem Revelation as I might start playing it soon any ideas for names What gender do I choose,,,,,,,,,,1,
I never let anything below me concern me,,,,,,,1,,,,
I never let anything below me concern me,,,,,,,,,,1,
I realized that it is not death that I fear but it is the act of dying  life,,,,1,,,,,,,
I really hate Mel and Sue They think they're hilarious and they're just awful,1,,,,,,,,,,
I really hate Mel and Sue They think they're hilarious and they're just awful,,,1,,,,,,,,
I really love the customer service  they're always so nice helpful and cheerful ,,,,,1,,,,,,
I really love the customer service  they're always so nice helpful and cheerful ,,,,,,1,,,,,
I really love the customer service  they're always so nice helpful and cheerful ,,,,,,,1,,,,
I really really resent having to go to bed at a sensible hour you guys I WANT TO TALK TO MY PEOPLE,1,,,,,,,,,,
I really really resent having to go to bed at a sensible hour you guys I WANT TO TALK TO MY PEOPLE,,1,,,,,,,,,
I really really resent having to go to bed at a sensible hour you guys I WANT TO TALK TO MY PEOPLE,,,1,,,,,,,,
I really really resent having to go to bed at a sensible hour you guys I WANT TO TALK TO MY PEOPLE,,,,,,,,,1,,
I really wanna go fright night at Thorpe Park next month   _emoj_ghost_ ,,1,,,,,,,,,
I really wanna go fright night at Thorpe Park next month   _emoj_ghost_ ,,,,,1,,,,,,
I really wanna take advantage of UofW's gym but i'm shy af,,,,,,,,,1,,
I really want to go for fright night but I really don't   _emoj_grin_ ,,1,,,,,,,,,
I really want to go for fright night but I really don't   _emoj_grin_ ,,,,1,,,,,,,
I really want to go for fright night but I really don't   _emoj_grin_ ,,,,,1,,,,,,
i really want to read this fic i found but it's serious and this room is full of memes,,1,,,,,,,,,
i really want to read this fic i found but it's serious and this room is full of memes,,,,,1,,,,,,
i really want to read this fic i found but it's serious and this room is full of memes,,,,,,,1,,,,
i really want to read this fic i found but it's serious and this room is full of memes,,,,,,,,,1,,
I really wish my road rage wasn't so damn bad lmaooooo,1,,,,,,,,,,
I really wish my road rage wasn't so damn bad lmaooooo,,,1,,,,,,,,
I really wish my road rage wasn't so damn bad lmaooooo,,,,,1,,,,,,
I really wish my road rage wasn't so damn bad lmaooooo,,,,,,,1,,,,
I really wish my road rage wasn't so damn bad lmaooooo,,,,,,,,1,,,
I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk wanna regretting that now   _emoj_joy_   _emoj_joy_ ,1,,,,,,,,,,
I remember when Rooney wanted to leave United and the fans threaten to kill the man and bare junk wanna regretting that now   _emoj_joy_   _emoj_joy_ ,,,1,,,,,,,,
I saw someone discourage someone from following their dreams Just because you want to live in mediocrity doesn't mean someone else should,1,,,,,,,,,,
I saw someone discourage someone from following their dreams Just because you want to live in mediocrity doesn't mean someone else should,,,1,,,,,,,,
I saw those dreams dashed ampamp divided like a million stars in the night sky that I wished on over ampamp over again  sparkling ampamp broken,,,,,,,,,1,,
I see I'll be hovering over the block button today with much glee,,1,,,,,,,,,
I see I'll be hovering over the block button today with much glee,,,,,1,,,,,,
I see I'll be hovering over the block button today with much glee,,,,,,,1,,,,
I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch,1,,,,,,,,,,
I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch,,,1,,,,,,,,
I seriously miss ahsaftershow with  and  I need to talk about the mamasitas and the hunks of horror,,,1,,,,,,,,
I seriously miss ahsaftershow with  and  I need to talk about the mamasitas and the hunks of horror,,,,,,,,,1,,
I should really study today for chemistry but playing madden is just way more fun,,1,,,,,,,,,
I should really study today for chemistry but playing madden is just way more fun,,,,,1,,,,,,
I should really study today for chemistry but playing madden is just way more fun,,,,,,,,,,1,
I shower to lay in bed for about an hour then dread wearing pants for the remainder of the day,,,,1,,,,,,,
I sit at home so damn much that everything is starting to irritate me  I need to get out the house by myself ,1,,,,,,,,,,
I sit at home so damn much that everything is starting to irritate me  I need to get out the house by myself ,,,1,,,,,,,,
I sit at home so damn much that everything is starting to irritate me  I need to get out the house by myself ,,,,,,,,,1,,
i started glee from the beginning n i'm crying they were such babies i love my children,,,,,1,,,,,,
i started glee from the beginning n i'm crying they were such babies i love my children,,,,,,1,,,,,
i started glee from the beginning n i'm crying they were such babies i love my children,,,,,,,,,1,,
I stepped into the shower and my spidey senses tangled I immediately looked up and saw a spider directly above my head ,,,,1,,,,,,,
I stepped into the shower and my spidey senses tangled I immediately looked up and saw a spider directly above my head terror,,,,1,,,,,,,
i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,,,1,,,,,,,,
i stopped watching gotham cause they dropped off tabitha and barb's relationship and made her pine after the main,,,,,,,,,1,,
I sulk too much for my own good,1,,,,,,,,,,
I sulk too much for my own good,,,,,1,,,,,,
I sulk too much for my own good,,,,,,,,1,,,
I sulk too much for my own good,,,,,,,,,1,,
I swear I got anger issues but my heart big AF,1,,,,,,,,,,
I swear I got anger issues but my heart big AF,,,,,,,1,,,,
I swear if  blocks me I'm going to hit her back ,1,,,,,,,,,,
I swear if  blocks me I'm going to hit her back revenge,1,,,,,,,,,,
I swear if  blocks me I'm going to hit her back revenge,,,1,,,,,,,,
i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going,1,,,,,,,,,,
i swear people dont wanna see me happy like they will try to do anything to fuck up what i got going,,,1,,,,,,,,
i swear to god the worst drug is loving someone physical withdrawals aren't that bad emotional withdrawals sting a little more,,,,,,,,1,,,
i swear to god the worst drug is loving someone physical withdrawals aren't that bad emotional withdrawals sting a little more,,,,,,,,,1,,
I take a strange delight from seeing mark Hughes struggle,,,,,1,,,,,,
I take a strange delight from seeing mark Hughes struggle,,,,,,,1,,,,
I think I may have a mild anxiety problem I think that's what this feeling may be,,,,1,,,,,,,
I think I may have a mild anxiety problem I think that's what this feeling may be,,,,,,,,,1,,
I think I must scare my coworkers when I'm eating like a rabid animal on my breaks srry,,,1,,,,,,,,
I think I must scare my coworkers when I'm eating like a rabid animal on my breaks srry,,,,,,,,,1,,
I think it's time to change my irate motif now that TalkLikeAPirate Day is over butPirate Minion is so cute I don't want to   _emoj_worried_ ,1,,,,,,,,,,
I think it's time to change my irate motif now that TalkLikeAPirate Day is over butPirate Minion is so cute I don't want to   _emoj_worried_ ,,,,,,,,,1,,
I think learning classical or ancient Japanese might help me get myself permanently out of depression I sometimes suffer from sudden,,,,,,,1,,,,
